queue_id,broad_category_slug,sub_category,micro_niche,keyword,tiktok_search_url,tiktok_tag_url,google_shop_query_url
KW-0110,books-audio,Children education,Workbooks and flash cards,workbook,https://www.tiktok.com/search?q=workbook,https://www.tiktok.com/tag/workbook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22workbook%22+Malaysia
KW-0111,books-audio,Religious books,Quran and Islamic reading aids,islamic reading,https://www.tiktok.com/search?q=islamic+reading,https://www.tiktok.com/tag/islamic-reading,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22islamic+reading%22+Malaysia
KW-0112,books-audio,Religious books,Quran and Islamic reading aids,quran,https://www.tiktok.com/search?q=quran,https://www.tiktok.com/tag/quran,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22quran%22+Malaysia
KW-0113,books-audio,Religious books,Quran and Islamic reading aids,religious book,https://www.tiktok.com/search?q=religious+book,https://www.tiktok.com/tag/religious-book,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22religious+book%22+Malaysia
KW-0114,books-audio,Self-help and reading,Popular non-fiction picks,motivational book,https://www.tiktok.com/search?q=motivational+book,https://www.tiktok.com/tag/motivational-book,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22motivational+book%22+Malaysia
KW-0115,books-audio,Self-help and reading,Popular non-fiction picks,reading book,https://www.tiktok.com/search?q=reading+book,https://www.tiktok.com/tag/reading-book,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22reading+book%22+Malaysia
KW-0116,books-audio,Self-help and reading,Popular non-fiction picks,self help book,https://www.tiktok.com/search?q=self+help+book,https://www.tiktok.com/tag/self-help-book,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22self+help+book%22+Malaysia
KW-0117,books-audio,Study and productivity,Planners and journals,journal,https://www.tiktok.com/search?q=journal,https://www.tiktok.com/tag/journal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22journal%22+Malaysia
KW-0118,books-audio,Study and productivity,Planners and journals,planner,https://www.tiktok.com/search?q=planner,https://www.tiktok.com/tag/planner,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22planner%22+Malaysia
KW-0119,books-audio,Study and productivity,Planners and journals,study notebook,https://www.tiktok.com/search?q=study+notebook,https://www.tiktok.com/tag/study-notebook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22study+notebook%22+Malaysia
KW-0120,collectibles,,,blind box,https://www.tiktok.com/search?q=blind+box,https://www.tiktok.com/tag/blind-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22blind+box%22+Malaysia
KW-0121,collectibles,,,card sleeve,https://www.tiktok.com/search?q=card+sleeve,https://www.tiktok.com/tag/card-sleeve,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22card+sleeve%22+Malaysia
KW-0122,collectibles,,,display case,https://www.tiktok.com/search?q=display+case,https://www.tiktok.com/tag/display-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22display+case%22+Malaysia
KW-0123,collectibles,,,figure,https://www.tiktok.com/search?q=figure,https://www.tiktok.com/tag/figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22figure%22+Malaysia
KW-0124,collectibles,Blind boxes,Series surprise figures,blind box,https://www.tiktok.com/search?q=blind+box,https://www.tiktok.com/tag/blind-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22blind+box%22+Malaysia
KW-0125,collectibles,Blind boxes,Series surprise figures,mystery box,https://www.tiktok.com/search?q=mystery+box,https://www.tiktok.com/tag/mystery-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mystery+box%22+Malaysia
KW-0126,collectibles,Blind boxes,Series surprise figures,surprise figure,https://www.tiktok.com/search?q=surprise+figure,https://www.tiktok.com/tag/surprise-figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22surprise+figure%22+Malaysia
KW-0127,collectibles,Card-related,Sleeves and storage,binder,https://www.tiktok.com/search?q=binder,https://www.tiktok.com/tag/binder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22binder%22+Malaysia
KW-0128,collectibles,Card-related,Sleeves and storage,card sleeve,https://www.tiktok.com/search?q=card+sleeve,https://www.tiktok.com/tag/card-sleeve,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22card+sleeve%22+Malaysia
KW-0129,collectibles,Card-related,Sleeves and storage,top loader,https://www.tiktok.com/search?q=top+loader,https://www.tiktok.com/tag/top-loader,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22top+loader%22+Malaysia
KW-0130,collectibles,Display accessories,Cases and stands,acrylic stand,https://www.tiktok.com/search?q=acrylic+stand,https://www.tiktok.com/tag/acrylic-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22acrylic+stand%22+Malaysia
KW-0131,collectibles,Display accessories,Cases and stands,display case,https://www.tiktok.com/search?q=display+case,https://www.tiktok.com/tag/display-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22display+case%22+Malaysia
KW-0132,collectibles,Display accessories,Cases and stands,figure shelf,https://www.tiktok.com/search?q=figure+shelf,https://www.tiktok.com/tag/figure-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22figure+shelf%22+Malaysia
KW-0133,collectibles,Event merch,Keychains and themed items,collector pin,https://www.tiktok.com/search?q=collector+pin,https://www.tiktok.com/tag/collector-pin,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22collector+pin%22+Malaysia
KW-0134,collectibles,Event merch,Keychains and themed items,fan item,https://www.tiktok.com/search?q=fan+item,https://www.tiktok.com/tag/fan-item,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fan+item%22+Malaysia
KW-0135,collectibles,Event merch,Keychains and themed items,keychain merch,https://www.tiktok.com/search?q=keychain+merch,https://www.tiktok.com/tag/keychain-merch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keychain+merch%22+Malaysia
KW-0136,collectibles,Figures,Display figurines,anime figure,https://www.tiktok.com/search?q=anime+figure,https://www.tiktok.com/tag/anime-figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22anime+figure%22+Malaysia
KW-0137,collectibles,Figures,Display figurines,display figure,https://www.tiktok.com/search?q=display+figure,https://www.tiktok.com/tag/display-figure,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22display+figure%22+Malaysia
KW-0138,collectibles,Figures,Display figurines,mini statue,https://www.tiktok.com/search?q=mini+statue,https://www.tiktok.com/tag/mini-statue,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mini+statue%22+Malaysia
KW-0139,computers-office,,,cable organizer,https://www.tiktok.com/search?q=cable+organizer,https://www.tiktok.com/tag/cable-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+organizer%22+Malaysia
KW-0140,computers-office,,,desk mat,https://www.tiktok.com/search?q=desk+mat,https://www.tiktok.com/tag/desk-mat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+mat%22+Malaysia
KW-0141,computers-office,,,keyboard,https://www.tiktok.com/search?q=keyboard,https://www.tiktok.com/tag/keyboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keyboard%22+Malaysia
KW-0142,computers-office,,,laptop stand,https://www.tiktok.com/search?q=laptop+stand,https://www.tiktok.com/tag/laptop-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laptop+stand%22+Malaysia
KW-0143,computers-office,,,mouse,https://www.tiktok.com/search?q=mouse,https://www.tiktok.com/tag/mouse,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mouse%22+Malaysia
KW-0144,computers-office,Cable management,Cable boxes and clips,cable clip,https://www.tiktok.com/search?q=cable+clip,https://www.tiktok.com/tag/cable-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+clip%22+Malaysia
KW-0145,computers-office,Cable management,Cable boxes and clips,cable organizer,https://www.tiktok.com/search?q=cable+organizer,https://www.tiktok.com/tag/cable-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+organizer%22+Malaysia
KW-0146,computers-office,Cable management,Cable boxes and clips,wire box,https://www.tiktok.com/search?q=wire+box,https://www.tiktok.com/tag/wire-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wire+box%22+Malaysia
KW-0147,computers-office,Desk setup,Desk mats and organizers,desk mat,https://www.tiktok.com/search?q=desk+mat,https://www.tiktok.com/tag/desk-mat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+mat%22+Malaysia
KW-0148,computers-office,Desk setup,Desk mats and organizers,desk organizer,https://www.tiktok.com/search?q=desk+organizer,https://www.tiktok.com/tag/desk-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22desk+organizer%22+Malaysia
KW-0149,computers-office,Desk setup,Desk mats and organizers,pen holder,https://www.tiktok.com/search?q=pen+holder,https://www.tiktok.com/tag/pen-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pen+holder%22+Malaysia
KW-0150,computers-office,Ergonomics,Laptop stands and risers,laptop stand,https://www.tiktok.com/search?q=laptop+stand,https://www.tiktok.com/tag/laptop-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laptop+stand%22+Malaysia
KW-0151,computers-office,Ergonomics,Laptop stands and risers,monitor riser,https://www.tiktok.com/search?q=monitor+riser,https://www.tiktok.com/tag/monitor-riser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22monitor+riser%22+Malaysia
KW-0152,computers-office,Ergonomics,Laptop stands and risers,tablet stand,https://www.tiktok.com/search?q=tablet+stand,https://www.tiktok.com/tag/tablet-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tablet+stand%22+Malaysia
KW-0153,computers-office,Input devices,Keyboard mouse combos,combo set,https://www.tiktok.com/search?q=combo+set,https://www.tiktok.com/tag/combo-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22combo+set%22+Malaysia
KW-0154,computers-office,Input devices,Keyboard mouse combos,keyboard,https://www.tiktok.com/search?q=keyboard,https://www.tiktok.com/tag/keyboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22keyboard%22+Malaysia
KW-0155,computers-office,Input devices,Keyboard mouse combos,mouse,https://www.tiktok.com/search?q=mouse,https://www.tiktok.com/tag/mouse,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mouse%22+Malaysia
KW-0156,computers-office,Study supplies,Portable whiteboards and timers,planner board,https://www.tiktok.com/search?q=planner+board,https://www.tiktok.com/tag/planner-board,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22planner+board%22+Malaysia
KW-0157,computers-office,Study supplies,Portable whiteboards and timers,study timer,https://www.tiktok.com/search?q=study+timer,https://www.tiktok.com/tag/study-timer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22study+timer%22+Malaysia
KW-0158,computers-office,Study supplies,Portable whiteboards and timers,whiteboard,https://www.tiktok.com/search?q=whiteboard,https://www.tiktok.com/tag/whiteboard,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22whiteboard%22+Malaysia
KW-0159,fashion-accessories,,,belt,https://www.tiktok.com/search?q=belt,https://www.tiktok.com/tag/belt,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22belt%22+Malaysia
KW-0160,fashion-accessories,,,cap,https://www.tiktok.com/search?q=cap,https://www.tiktok.com/tag/cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cap%22+Malaysia
KW-0161,fashion-accessories,,,hair clip,https://www.tiktok.com/search?q=hair+clip,https://www.tiktok.com/tag/hair-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+clip%22+Malaysia
KW-0162,fashion-accessories,,,socks,https://www.tiktok.com/search?q=socks,https://www.tiktok.com/tag/socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22socks%22+Malaysia
KW-0163,fashion-accessories,,,wallet,https://www.tiktok.com/search?q=wallet,https://www.tiktok.com/tag/wallet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wallet%22+Malaysia
KW-0164,fashion-accessories,Belts and wallets,Basic accessories,belt,https://www.tiktok.com/search?q=belt,https://www.tiktok.com/tag/belt,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22belt%22+Malaysia
KW-0165,fashion-accessories,Belts and wallets,Basic accessories,card holder,https://www.tiktok.com/search?q=card+holder,https://www.tiktok.com/tag/card-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22card+holder%22+Malaysia
KW-0166,fashion-accessories,Belts and wallets,Basic accessories,wallet,https://www.tiktok.com/search?q=wallet,https://www.tiktok.com/tag/wallet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wallet%22+Malaysia
KW-0167,fashion-accessories,Caps and headwear,Caps and beanies,baseball cap,https://www.tiktok.com/search?q=baseball+cap,https://www.tiktok.com/tag/baseball-cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baseball+cap%22+Malaysia
KW-0168,fashion-accessories,Caps and headwear,Caps and beanies,bucket hat,https://www.tiktok.com/search?q=bucket+hat,https://www.tiktok.com/tag/bucket-hat,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bucket+hat%22+Malaysia
KW-0169,fashion-accessories,Caps and headwear,Caps and beanies,cap,https://www.tiktok.com/search?q=cap,https://www.tiktok.com/tag/cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cap%22+Malaysia
KW-0170,fashion-accessories,Hair accessories,Clips scrunchies and bands,hair band,https://www.tiktok.com/search?q=hair+band,https://www.tiktok.com/tag/hair-band,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+band%22+Malaysia
KW-0171,fashion-accessories,Hair accessories,Clips scrunchies and bands,hair clip,https://www.tiktok.com/search?q=hair+clip,https://www.tiktok.com/tag/hair-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hair+clip%22+Malaysia
KW-0172,fashion-accessories,Hair accessories,Clips scrunchies and bands,scrunchie,https://www.tiktok.com/search?q=scrunchie,https://www.tiktok.com/tag/scrunchie,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22scrunchie%22+Malaysia
KW-0173,fashion-accessories,Small jewelry support,Storage and organizer items,jewelry box,https://www.tiktok.com/search?q=jewelry+box,https://www.tiktok.com/tag/jewelry-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jewelry+box%22+Malaysia
KW-0174,fashion-accessories,Small jewelry support,Storage and organizer items,ring holder,https://www.tiktok.com/search?q=ring+holder,https://www.tiktok.com/tag/ring-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+holder%22+Malaysia
KW-0175,fashion-accessories,Small jewelry support,Storage and organizer items,watch box,https://www.tiktok.com/search?q=watch+box,https://www.tiktok.com/tag/watch-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22watch+box%22+Malaysia
KW-0176,fashion-accessories,Socks,Plain and themed sock bundles,ankle socks,https://www.tiktok.com/search?q=ankle+socks,https://www.tiktok.com/tag/ankle-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ankle+socks%22+Malaysia
KW-0177,fashion-accessories,Socks,Plain and themed sock bundles,sock bundle,https://www.tiktok.com/search?q=sock+bundle,https://www.tiktok.com/tag/sock-bundle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sock+bundle%22+Malaysia
KW-0178,fashion-accessories,Socks,Plain and themed sock bundles,socks,https://www.tiktok.com/search?q=socks,https://www.tiktok.com/tag/socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22socks%22+Malaysia
KW-0179,food-beverages,,,coffee sachet,https://www.tiktok.com/search?q=coffee+sachet,https://www.tiktok.com/tag/coffee-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22coffee+sachet%22+Malaysia
KW-0180,food-beverages,,,halal snack,https://www.tiktok.com/search?q=halal+snack,https://www.tiktok.com/tag/halal-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22halal+snack%22+Malaysia
KW-0181,food-beverages,,,instant spaghetti,https://www.tiktok.com/search?q=instant+spaghetti,https://www.tiktok.com/tag/instant-spaghetti,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+spaghetti%22+Malaysia
KW-0182,food-beverages,,,jeruk mangga,https://www.tiktok.com/search?q=jeruk+mangga,https://www.tiktok.com/tag/jeruk-mangga,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jeruk+mangga%22+Malaysia
KW-0183,food-beverages,,,sambal,https://www.tiktok.com/search?q=sambal,https://www.tiktok.com/tag/sambal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sambal%22+Malaysia
KW-0184,food-beverages,Beverages,Coffee and drink sachets,coffee sachet,https://www.tiktok.com/search?q=coffee+sachet,https://www.tiktok.com/tag/coffee-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22coffee+sachet%22+Malaysia
KW-0185,food-beverages,Beverages,Coffee and drink sachets,drink mix,https://www.tiktok.com/search?q=drink+mix,https://www.tiktok.com/tag/drink-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drink+mix%22+Malaysia
KW-0186,food-beverages,Beverages,Coffee and drink sachets,matcha sachet,https://www.tiktok.com/search?q=matcha+sachet,https://www.tiktok.com/tag/matcha-sachet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22matcha+sachet%22+Malaysia
KW-0187,food-beverages,Condiments,Sambal and sauces,chili sauce,https://www.tiktok.com/search?q=chili+sauce,https://www.tiktok.com/tag/chili-sauce,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chili+sauce%22+Malaysia
KW-0188,food-beverages,Condiments,Sambal and sauces,sambal,https://www.tiktok.com/search?q=sambal,https://www.tiktok.com/tag/sambal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sambal%22+Malaysia
KW-0189,food-beverages,Condiments,Sambal and sauces,seasoning paste,https://www.tiktok.com/search?q=seasoning+paste,https://www.tiktok.com/tag/seasoning-paste,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seasoning+paste%22+Malaysia
KW-0190,food-beverages,Dessert mixes,Baking and sweet mixes,brownie mix,https://www.tiktok.com/search?q=brownie+mix,https://www.tiktok.com/tag/brownie-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brownie+mix%22+Malaysia
KW-0191,food-beverages,Dessert mixes,Baking and sweet mixes,dessert mix,https://www.tiktok.com/search?q=dessert+mix,https://www.tiktok.com/tag/dessert-mix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22dessert+mix%22+Malaysia
KW-0192,food-beverages,Dessert mixes,Baking and sweet mixes,pancake premix,https://www.tiktok.com/search?q=pancake+premix,https://www.tiktok.com/tag/pancake-premix,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pancake+premix%22+Malaysia
KW-0193,food-beverages,Instant meals,Noodles and pasta kits,instant noodle,https://www.tiktok.com/search?q=instant+noodle,https://www.tiktok.com/tag/instant-noodle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+noodle%22+Malaysia
KW-0194,food-beverages,Instant meals,Noodles and pasta kits,instant spaghetti,https://www.tiktok.com/search?q=instant+spaghetti,https://www.tiktok.com/tag/instant-spaghetti,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22instant+spaghetti%22+Malaysia
KW-0195,food-beverages,Instant meals,Noodles and pasta kits,meal kit,https://www.tiktok.com/search?q=meal+kit,https://www.tiktok.com/tag/meal-kit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22meal+kit%22+Malaysia
KW-0196,food-beverages,Local treats,Pickled fruit and sour snacks,asam snack,https://www.tiktok.com/search?q=asam+snack,https://www.tiktok.com/tag/asam-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22asam+snack%22+Malaysia
KW-0197,food-beverages,Local treats,Pickled fruit and sour snacks,jeruk mangga,https://www.tiktok.com/search?q=jeruk+mangga,https://www.tiktok.com/tag/jeruk-mangga,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jeruk+mangga%22+Malaysia
KW-0198,food-beverages,Local treats,Pickled fruit and sour snacks,pickled fruit,https://www.tiktok.com/search?q=pickled+fruit,https://www.tiktok.com/tag/pickled-fruit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pickled+fruit%22+Malaysia
KW-0199,food-beverages,Snacks,Halal chips and crackers,chips,https://www.tiktok.com/search?q=chips,https://www.tiktok.com/tag/chips,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chips%22+Malaysia
KW-0200,food-beverages,Snacks,Halal chips and crackers,crackers,https://www.tiktok.com/search?q=crackers,https://www.tiktok.com/tag/crackers,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22crackers%22+Malaysia
KW-0201,food-beverages,Snacks,Halal chips and crackers,halal snack,https://www.tiktok.com/search?q=halal+snack,https://www.tiktok.com/tag/halal-snack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22halal+snack%22+Malaysia
KW-0202,furniture,,,bedside shelf,https://www.tiktok.com/search?q=bedside+shelf,https://www.tiktok.com/tag/bedside-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bedside+shelf%22+Malaysia
KW-0203,furniture,,,folding table,https://www.tiktok.com/search?q=folding+table,https://www.tiktok.com/tag/folding-table,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22folding+table%22+Malaysia
KW-0204,furniture,,,shoe rack,https://www.tiktok.com/search?q=shoe+rack,https://www.tiktok.com/tag/shoe-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shoe+rack%22+Malaysia
KW-0205,furniture,,,small stool,https://www.tiktok.com/search?q=small+stool,https://www.tiktok.com/tag/small-stool,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22small+stool%22+Malaysia
KW-0206,furniture,Bedside and decor,Small stools and shelves,bedside shelf,https://www.tiktok.com/search?q=bedside+shelf,https://www.tiktok.com/tag/bedside-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bedside+shelf%22+Malaysia
KW-0207,furniture,Bedside and decor,Small stools and shelves,corner shelf,https://www.tiktok.com/search?q=corner+shelf,https://www.tiktok.com/tag/corner-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22corner+shelf%22+Malaysia
KW-0208,furniture,Bedside and decor,Small stools and shelves,small stool,https://www.tiktok.com/search?q=small+stool,https://www.tiktok.com/tag/small-stool,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22small+stool%22+Malaysia
KW-0209,furniture,Entryway items,Coat racks and benches,coat rack,https://www.tiktok.com/search?q=coat+rack,https://www.tiktok.com/tag/coat-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22coat+rack%22+Malaysia
KW-0210,furniture,Entryway items,Coat racks and benches,entry bench,https://www.tiktok.com/search?q=entry+bench,https://www.tiktok.com/tag/entry-bench,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22entry+bench%22+Malaysia
KW-0211,furniture,Entryway items,Coat racks and benches,umbrella stand,https://www.tiktok.com/search?q=umbrella+stand,https://www.tiktok.com/tag/umbrella-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22umbrella+stand%22+Malaysia
KW-0212,furniture,Folding furniture,Folding tables and chairs,folding chair,https://www.tiktok.com/search?q=folding+chair,https://www.tiktok.com/tag/folding-chair,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22folding+chair%22+Malaysia
KW-0213,furniture,Folding furniture,Folding tables and chairs,folding table,https://www.tiktok.com/search?q=folding+table,https://www.tiktok.com/tag/folding-table,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22folding+table%22+Malaysia
KW-0214,furniture,Folding furniture,Folding tables and chairs,portable table,https://www.tiktok.com/search?q=portable+table,https://www.tiktok.com/tag/portable-table,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22portable+table%22+Malaysia
KW-0215,furniture,Kids small furniture,Study stools and racks,kids stool,https://www.tiktok.com/search?q=kids+stool,https://www.tiktok.com/tag/kids-stool,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+stool%22+Malaysia
KW-0216,furniture,Kids small furniture,Study stools and racks,study rack,https://www.tiktok.com/search?q=study+rack,https://www.tiktok.com/tag/study-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22study+rack%22+Malaysia
KW-0217,furniture,Kids small furniture,Study stools and racks,toy shelf,https://www.tiktok.com/search?q=toy+shelf,https://www.tiktok.com/tag/toy-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22toy+shelf%22+Malaysia
KW-0218,furniture,Storage furniture,Shoe racks and cube racks,cube rack,https://www.tiktok.com/search?q=cube+rack,https://www.tiktok.com/tag/cube-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cube+rack%22+Malaysia
KW-0219,furniture,Storage furniture,Shoe racks and cube racks,shoe rack,https://www.tiktok.com/search?q=shoe+rack,https://www.tiktok.com/tag/shoe-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shoe+rack%22+Malaysia
KW-0220,furniture,Storage furniture,Shoe racks and cube racks,small shelf,https://www.tiktok.com/search?q=small+shelf,https://www.tiktok.com/tag/small-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22small+shelf%22+Malaysia
